scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,transactional,technical,demand,paragraph,label,Bottid,year,word_count,number_of_types
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,A Warner Bros.  Discovery spokesman confirmed that  Discovery Plus would continue to exist as a low-priced option for consumers. The service would maintain a connection with  Discovery fans and provide a pipeline for marketing and data collection.,2.0,27.0,,40,0.3
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Patnekar is a champion of Charter’s diversity and inclusion (D&I) strategy. Using a combination of D&I principles and mentorship, many of his team members have seen their aspirations grow and careers develop. He strives to maintain a culture of open communications, rooted in respect and collaboration, that supports the business at the highest level.",2.0,25,,54,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Xumo is designed to protect cable’s core broadband product and maintain its prominent position on the home screen while gathering all of the rich data that targeted advertisers so crave these days.,2.0,29,,32,0.1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"We have held good faith negotiations with MLB for several months to renew our deal to continue carrying their  content on YouTube TV. Unfortunately, despite our best efforts, we were unable to reach a new agreement before our existing one expired,” a YouTube TV spokesperson said. “Starting today, January 31, 2023, the MLB Network will no longer be available on YouTube TV.”",1.0,17.0,,63,0.3
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"The  National Association for Multi-Ethnicity in Communications honored its 2023 Annual Awards recipients during the  37th Annual NAMIC Conference in New York on September 20. This year’s theme — “Our Legacy, A Mosaic of Possibilites” — honored NAMIC’s efforts to empower diversity, equity, access and inclusion in the  media , entertainment, and technology industries, as embodied by the recipient of each award.",2.0,25,,65,0.3
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"YouTube TV allows us to transition away from higher-cost, low-margin  video to a higher-margin service with an even greater mix of channels for our customers,” Elder said. “What we are doing is unique among cable operators and is giving customers more of what they really want at a much better price.”",0.0,1,,52,0.3
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Metadata enables customized features for connected vehicles,2.0,27,,13,0.5
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"The four-part, eight-hour  film series will celebrate Black cultural icons, pioneers and activists and their impact, influence and legacies in fashion, music,  film and dance, according to the network.",2.0,25.0,,31,0.2
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"There is a great affinity in the Black community to produce  content where we can tell our own stories and narratives, and we’re grateful that Lifetime has created the platform to allow African-American actors and producers to have a stage to share our talents not only for the Black community but with the rest of the world,” he said.",2.0,25,,60,0.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"McAfee said that digital  media is able to reach millions of people, which ESPN in linear is still, at this point, attracting more people than ever.",1.0,18,,27,0.2
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,"The  Emmy Awards will not take place in September, according to published reports, with  the WGA and SAG-AFTRA strikes ongoing. Fox is lined up to air the 2023 Emmys, which was set for September 18.",2.0,30,,37,0.4
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Nathanson notes that  the current   Disney bundle of  Hulu ,  Disney Plus and ESPN Plus has a churn rate lower than  Netflix and three times lower than the rest of the  streaming industry.",2.0,0,,40,0.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CTV is gaining while traditional TV remains under pressure from cord-cutting and consumers shifting to  streaming .,0.0,10,,18,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Gray TV also chimes in about CBS’s FuboTV deal that left affiliates on the sidelines (UPDATED),2.0,25.0,,16,0.3
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"CO: Yeah, I think the biggest kind — and I’m sure everyone here will understand when I say the biggest changes with — you know, Amazon is a giant global, I think the biggest employer in the world. It is a tech-driven company, that it comes out of Seattle, but it comes out of Silicon Valley culture. And that culture is just a lot different. A lot of the things that we assumed coming out of the studio space, everything was driven by our catalog and our legacy. At Amazon, it's really driven by an obsession with our customers. So it’s really how do we, as quickly as possible, drive value for customers inside our service? It’s a really different viewpoint.",2.0,26,,93,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Asked about the FCC’s attempts at  improving their broadband availability maps , Sohn said that would be one of her first orders of business.",0.0,2.0,,25,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Ever since introducing residential high-speed data services at scale in the late 1990s, the cable industry has been on a never-ending mission to deliver more data bits at faster speeds over blends of fiber-optic and coaxial cable distribution networks. Determined to maintain an impressive lead in U.S. residential broadband connectivity —  Leichtman Research Group has said cable companies currently command close to 67% of the market — industry strategists are working to elevate performance while they stave off threats from rivals that are extending high-capacity fiber networks deep into the nation’s neighborhoods.",0.0,2,,93,0.2
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,"Her historic nomination and decades of relevant experience, though, were not enough to overcome a perfect storm of leverageable issues and opportunities for legislators and industry players who were just as happy not to have a progressive Democrat seated who would give the FCC the majority to potentially restore network neutrality rules, expand the Universal Service Fund fee base or re-regulate radio and TV stations in an effort to stem consolidation.",0.0,11,,71,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,DirecTV Advertising and  Dish   Media said they have collaborated to create a standardized way for programmers to make more of their national advertising inventory addressable.,2.0,29,,28,0.2
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"Peter Gonzalez was named chief technology officer at Canela  Media , a digital  media company producing  content for the Hispanic market. The 25-year broadcast veteran comes from WWE, where he was senior VP of the sports entertainment company’s  Media Technology team.",2.0,25,,45,0.3
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Newly created virtual multichannel  video programming distributors (MVPDs) like  YouTube TV and  Sling TV currently negotiate with broadcast networks for national carriage on behalf of their owned stations and affiliates. The issue recently came to a head when the  CBS affiliate board said a deal reached with Fubo TV did not give affiliates enough value for their local programming,1.0,20.0,,63,0.5
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Congress mandated the labels so consumers can better gauge just what kind of broadband service they are getting, including price, speed and quality. The FCC then came up with rules for the program, which they released in a Report and Order. The ACAC/NCTA petition was filed Jan. 17. The rules were passed in November 2022.",0.0,11.0,,55,0.2
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Standard General and Tegna have accused the FCC of trying to kill the deal through what they see as its slow-roll review. Such hearing designation orders are indeed usually a death knell for deals.,0.0,11,,34,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"The  Federal Communications Commission has proposed extending its  audio description mandate to TV stations in all markets by 2035, u0imously approving a Further Notice of Proposed Rulemaking (FNPRM) that would make that the case. The issue is one chair Jessica Rosenworcel is intimately familiar with from her days on Capitol Hill.",1.0,18,,53,0.2
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,"Measurement is one of the foremost, complex and dynamic topics in TV advertising today and in order to continue to move the needle forward on progress and change, we need to work together to address, reconcile and resolve current industry challenges on this front,” Comcast Advertising managing director Marcien Jenckes said. “Our announcement with Nielsen today is the latest proof point and step forward in that journey and we look forward to more continued momentum and innovation in the future.”",2.0,0,,80,0.4
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"Audience Manager is available in the U.S. and has already been adopted by 13 publishers, with audience matching three to four times better than FreeWheel previously provided.",2.0,26,,27,0.4
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,"Disney has built and owns its new tech stack, as well as an audience graphic that’s built for  streaming with 250 million identifiers representing 112 million households.",2.0,0,,28,0.4
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Back when the FCC’s network-neutrality rules were in force,  the general conduct standard was one way data cap foes said the FCC could regulate them. At the time, then-FCC chair Tom Wheeler signaled that usage-based pricing could be an innovative business model, but also indicated the FCC would prevent anticompetitive behavior wherever it concludes it is occurring.",0.0,11,,58,0.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Data-science VP talks AI applications ahead of Next TV Summit in NYC TV Week on Tuesday, Sept. 12",2.0,24,,18,0.1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"Stephanie Dunivan: Actually, Essence has been in the television space over the years. For Time of Essence, the great partnership Essence has with OWN to tell the story of Essence’s 50-year legacy was just a natural fit. With a brand like Essence, people feel a lot of ownership of the brand because it’s been a companion piece across many of our lives, especially if you’re a black woman. So now, to be able to tell this story in this way and peel back the curtain to let people know all the things that it took to keep the last black-owned magazine standing on stands to this day really makes for great TV.",2.0,25,,93,0.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Yeah, Charter, which has added only 216,000 high-speed internet customers through the first three quarters of 2023 vs. 1.589 million FWA subscribers for T-Mobile, still thinks the wireless guys will run out of network capacity.",0.0,2,,35,0.2
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,BET Plus Essential $5.99 service to feature 15 to 30 second ads before and after shows,2.0,29,,16,0.2
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"Negotiations with vMVPDs turned awkward this year,  first with CBS affiliates opting out of a deal crafted by CBS owner Paramount Global and FuboTV  , and then with Sinclair pulling its signals from  Hulu .",1.0,20,,38,0.4
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,"Knight said Gusto TV is “all in” on AI and Sanchez said Family Playland is embracing it, too. He added, “As small programmers, it’s helping us compete.”",2.0,24,,27,0.2
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"In August, WOW! began offering  YouTube TV to new customers at a $10-a-month discount for one year, with the virtual pay TV's billing integrated into their monthly high-speed internet and/or mobile statement.",1.0,20,,33,0.4
0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,"Spectrum Reach, the ad sales arm of Charter Communications, said that it plans to help more than 700 multicultural businesses as part of its Pay It Forward initiative in 2023.",2.0,25,,30,0.3
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"Regional sports networks used to be a good business, drawing big ratings and collecting large license fees from distributors. Sinclair borrowed about $9 billion to buy  the Fox RSNs from The Walt  Disney Co.  Disney acquired the RSNs  when it acquired 21st Century Fox , but had to sell them due to antitrust concerns because it owned ESPN.",2.0,28,,62,0.2
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"The  series ’ eight-episode sophomore campaign stars Amber Stevens West, Bresha Webb and Corbin Reid as 30-something Black women trying to balance careers and relationships as they pursue their dreams of world domination, according to the network. The  series also stars Stephen Bishop, Tosin Moronfunhola and Erika Alexander.",2.0,25,,50,0.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,The apps also enable Tegna’s stations to deliver developing stories without interrupting broadcast programming.,1.0,18,,14,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"The Wonder Women awards, key fixtures on the  media calendar since 1999, honor excellence in women leaders in  media businesses including programming and operations,  streaming , marketing, advertising and technology. MCN proudly notes that the luncheon’s event partner, once again, is the  New York chapter of The WICT Network .",2.0,25,,54,0.2
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,"Larry Allen, VP and general manager, data & addressable enablement, Comcast Advertising, said there can be pushback from advertisers set in the traditional ways of buying ads. There used to be one way to buy television, he said, and now there are multiple ways. It can be a lot to sort out.",2.0,29,,52,0.3
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"The notice of proposed rulemaking (NPRM), which Rosenworcel has teed up for a vote at the commission's December public meeting, would also require multichannel  video programming distributors (MVPDs) to provide rebates to customers who cancel service before the end of a month for which they have already paid.",1.0,20,,49,0.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"Abbott recently spoke to B+C Multichannel News senior  content producer, programming R. Thomas Umstead about the network’s momentum, the rationale behind its June merger with Sony Entertainment’s Pure Flix  streaming service and his thoughts on the business heading into the new year.",2.0,28,,44,0.3
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"Lindsay Stewart leads strategic direction and business development for AMC Networks’s free, ad-supported  streaming products. Internally tapped to launch the company’s first  FAST partnership with Pluto TV in 2020, Stewart has been integral to the continued development of the company’s growing portfolio of FAST channels, which now includes 13 owned channels like  The Walking Dead Universe , Stories by AMC and AMC Thrillers across platforms including  Samsung TV Plus, The Roku Channel, Vizio, Sling and Redbox. Stewart also was critical to the 2022 creation and launch of the ALLBLK Gems and AMC en Español FAST channels. With over a decade of experience in digital  content strategy, partnerships, marketing and distribution, she joined AMC Networks in 2012.",2.0,29,,93,0.3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"In exiting the field, Sohn said she hoped the president would move swiftly on a new nominee. “[I]t is ironic that the 2-2 FCC will remain sidelined at the most consequential opportunity for broadband in our lifetimes,” she wrote in a statement at the time. “This means that your broadband will be more expensive for lack of competition, minority and underrepresented voices will be marginalized, and your private information will continue to be used and sold at the whim of your broadband provider.” ■",0.0,0,,84,0.3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Providers call move illegal rate regulation that hurts competition with unregulated streamers,0.0,11,,13,0.2
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Women’s baseball-themed  series to end after four-episode sophomore campaign,2.0,25,,13,0.3
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"African-American-targeted network TV One's Crime & Justice FAST channel showcases episodes from several of the network’s most-watched original shows, including Fatal Attraction, Atlanta Homicide, and Sins of the City. The service, which launched in late summer, is currently running on  streaming services  Tubi TV and  Plex .",2.0,25,,50,0.3
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,"MF: We were very disappointed that Nielsen was not ready this year to move away from panel-only data. Nielsen has been talking a lot around their  Nielsen One suite to enable big data plus the Nielsen panel. They were not ready for this year’s upfront to be transacted on it. So most of this year’s upfront will continue to transact on the legacy Nielsen panel-only data sets. But we are running side-by-side shadow currency tests using [other] measuring companies, like I mentioned, to get a better understanding of where the discrepancies between panel only and panel plus big data lie.",2.0,27,,93,0.5
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Hulu will debut all six episodes of the 12th and final season of Letterkenny on December 26. The Canadian-based  series stars Jared Keeso, Nathan Dales, Michelle Mylett and K. Trevor Wilson.",1.0,19,,32,0.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,B+C has partnered with always-on TV ad measurement and attribution company  iSpot.tv for a weekly ranking called  Promo Mojo : Exclusive data showing TV’s most-promoted programming ranked by ad impressions. Our data covers the seven-day period through January 22.,2.0,29.0,,41,0.2
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,MCN: What is Peacock’s strategy with regard to its investment in live women’s sports programming?,2.0,25,,15,0.3
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Drescher looked ahead to the next negotiations with the studios.,1.0,17,,13,0.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"In the fi0ce category, insurance companies such as Geico, State Farm and Progressive cut their  streaming spending by 74% to $32.5 million from $123 million a year ago.",1.0,20,,29,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"It took three years, but now WOW! has simplified the offering around YouTube TV, which is the biggest vMVPD with over 5 million subscribers.",1.0,20,,24,0.3
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"In making the proposal, Rosenworcel cited  President Joe Biden’s executive order on Promoting Competition in the American Economy , which “encouraged” the FCC to prohibit “unjust or unreasonable early termination fees for end-user communication contracts,” signaling that Rosenworcel also considers them to be either unjust or unreasonable.",0.0,11,,48,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"According to CNBC,  Altice USA and Regent are discussing various cashless transaction formats. One, called an “earn out,” wouldn't include any initial cash payments by the private equity firm. Rather,  Altice USA would receive payments that could total around $50 million based on certain performance goals being met.",2.0,28,,50,0.2
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Cheryl Fair, KABC’s president and general manager , said Ono’s work behind the desk is equally vital, especially when handling breaking news. “David carries us through untested waters,” she said. “David puts things in context, explaining them in a way that we can feel like we’re part of what’s happening and that we understand what’s going on.”",0.0,1,,57,0.2
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,"Mark Loughney, a senior consultant, who led the survey, suggested the production disruption caused by the ongoing Writers Guild of America strike could sustain the downward arc found in the survey.",2.0,30,,31,0.4
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,The deal renews a contract that was last re-established when Paramount's broadcast and cable concerns were operating under the ViacomCBS moniker in January 2022.,1.0,16,,24,0.2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Warner Bros.  Discovery might have a different approach, using Paramount’s assets to buttress its own units, including its Max  streaming service, CNN and WBD Sports.",2.0,28,,27,0.2
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Schwantes used the opportunity to call on Congress to pass its Junk Fee Prevention Act , which would boost pricing transparency for cable and satellite ""and beyond.""",0.0,11,,27,0.2
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"At this point, Shell noted that there are parts of the ad market that are doing well. He said the pharmaceutical and entertainment categories were good. “Travel is on fire,” he said.",2.0,29.0,,32,0.2
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"Netflix also continued to leverage data from Nielsen's monthly U.S. viewership market share tracker, The Gauge. Comparing Gauge data from May 2021 to June 2023,  Netflix illustrated marked upticks in both  Netflix and overall  streaming usage in the U.S. over the last two years.",2.0,27,,47,0.3
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"On the golf links, NBC and  Golf Channel will provide weekend coverage of the PGA Hero World Challenge, while on the soccer field the USA women’s soccer team plays China in an international friendly matchup Sunday on  TNT .",1.0,17,,41,0.3
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"For more than a decade and a half, Essence has championed the Black Woman in Hollywood Awards to commemorate the Black women who are the story makers, storytellers, story-doers, and story-sharers that cultivate the entertainment ecosystem that the world cherishes and loves deeply,” Essence Ventures LLC President and CEO Caroline Wanga said in a statement. “We are privileged to have this sacred platform that illuminates the ongoing accomplishments of Black women at our annual luncheon in its 16th year since inception."" ■",2.0,25,,82,0.3
0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"The TV ad marketplace continues to grow, evolve and shift constantly and dynamically, and so we recognized the need to provide a way for advertisers to find and connect with their audiences when, where and how they want to consume  media ,” said  Katy Loria, chief revenue officer of AudienceXpress and FreeWheel , Comcast’s ad tech company. “This new partnership brings together some of the core strengths and assets of two key industry players to deliver a much needed way for advertisers to navigate and thrive in today’s TV ad ecosystem.”",2.0,29,,93,0.5
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"With a majority, Democratic FCC chair Jessica Rosenworcel will be able to tackle controversial issues including restoring network neutrality rules, reforming the FCC's Unversal Service Fund (USF) subsidies, and potentially re-regulating broadcasting and applying regulations to streamers for the first time. That last item is likely a nonstarter unless Congress weighs in to make it explicit that the FCC has authority over over-the-top  video .",0.0,11.0,,66,0.2
