scarcity,nonuniform_progress,performance_constraints,user_heterogeneity,cognitive,external,internal,coordination,technical,demand,length_approx,paragraph,label
0,0,0,1,0,0,0,0,0,1,16,"These new hires are an important step in our preparation to address the changing landscape of MLB game distribution in light of the increasing challenges and pressure facing regional sports networks,” MLB chief revenue officer Noah Garden said.",1.0
0,0,0,1,0,0,0,0,0,1,1,"Season three of soccer comedy Ted Lasso starts on  Apple TV Plus Wednesday, March 15. One episode drops that day, with new episodes weekly on Wednesdays. There are 12 episodes.",1.0
0,0,0,0,0,0,0,0,0,0,12,"We were shocked and dismayed that  Hulu removed our stations while in the middle of an active negotiation with no notice to its customers, despite Sinclair ’s numerous good faith attempts to negotiate a carriage deal, and multiple unconditional extension offers to keep the stations on  Hulu .",1.0
0,0,1,1,0,0,0,0,0,1,7,"Orion Ross, VP of animation for The Walt  Disney Co. EMEA, and Ayo Davis, president of  Disney Branded Television, made the announcements in France. “We’re delighted to be in Annecy announcing our continued commitment to working with leading studios and creators here in France and across the globe, to bring new voices, universal stories and brilliant animation to kids and family audiences around the world,” they said.",0.0
0,0,0,0,0,0,0,1,0,0,3,"Disney is leaning into digital and addressable advertising, which now accounts for about 40% of the company's ad revenue.",1.0
0,0,0,1,0,0,0,0,0,1,7,"The special was filmed at the Cullen Theatre in Houston. It “features Ms. Barr’s signature comedic take on a variety of topics, from her experiences growing up Jewish in the Mormon citadel of Salt Lake City, moving to Texas, and raising her privileged brood,” Fox Nation said.",2.0
0,0,1,0,0,0,0,0,0,1,10,"The MGM brand is meaningful to consumers,” Wright said. “It’s been very consistent in offering high production value, great talent and entertainment  content to a sophisticated audience. We’re offering  movies and original  series that speak to that audience as we celebrate a brand that people know.”",1.0
0,0,0,1,0,0,0,0,0,1,5,"Told through the eyes of the people who knew them best, Dear Mama is an intimate wide-angle portrait of the most inspiring and dangerous mother-son duo in American history, whose unified message of freedom, equality, persecution and justice are more relevant today than ever,” FX said.",1.0
0,0,0,1,0,0,0,0,0,1,4,"Kids-targeted animated  series Star Trek: Prodigy  will debut its second season this winter. The  series is executive produced by Kurtzman, Kadin, Baiers, Roddenberry and Roth, the streamer said. ■",1.0
0,0,1,0,0,0,0,0,0,0,16,"In their petition, Standard General and Tegna have argued the transaction will created a minority-owned company and expand local reporting and programming.",2.0
0,0,0,1,0,1,0,0,0,1,13,"NBC's live award ceremony telecast, hosted by comedian Jerrod Carmichael, was more subdued compared to past Globes awards ceremonies as the Hollywood Foreign Press Association continues to recover from the controversy surrounding the lack of diversity among its members. As a result of the controversy, the 2022 Golden Globes were not televised.",1.0
0,0,1,1,0,0,0,0,0,1,5,"This research illustrates the inherent potential of addressable TV as a powerful tool for targeted communication with previously hard-to-reach audience segments,“ Kristian Claxton, managing partner, innovation and strategy at Finecast, GroupM Nexus’ addressable unit, said. “The seamless integration of such capabilities with the storytelling possibilities and brand protection mechanisms inherent in broadcast TV is well demonstrated.”",0.0
0,0,0,1,0,0,0,0,0,1,3,"YES Network ’s broadcast team, in collaboration with Prime  Video , will return to produce the 20 Prime  Video games. YES Network’s Michael Kay will handle play-by-play, joined by YES analysts David Cone, Paul O’Neill, John Flaherty and Jeff Nelson.",1.0
0,0,1,0,0,0,0,0,0,0,83,"An incredible two days at #IABALM. Heard on stage this afternoon: “I’m not going to talk about privacy. Because privacy is boring, it makes our eyes glaze over.” This is what is flawed about our industry.  Words Matter. January 24, 2023",1.0
0,0,0,1,0,0,0,0,0,1,10,"The miniseries dovetails with the meaning of the Memorial Day holiday: “Many of us just think of Memorial Day as a three-day holiday that kicks off summer. Its true purpose is to commemorate those who died in the service of our country. It feels like a completely appropriate time to launch the FDR miniseries because he led us through World War II, one of the most perilous periods in American history.”",2.0
0,0,0,0,0,0,1,0,0,0,35,"Leichtman Research Group believes the  Google vMVPD added 100,000 customers in Q1, making it the only U.S. operator that grew during the quarter",1.0
0,0,0,1,0,0,0,0,0,1,4,"As we move to the back half of the year, when all of our programming strength is coming, I think we're pretty optimistic that we’re going to continue to grow paying subs,“ Shell said. ”By the way, it’s also important to remember that 13 million paying subs comes from only a portion of the country because in Comcast territory, Comcast homes who get Xfinity, get Peacock Premium for free.",1.0
0,0,0,0,0,0,0,0,1,0,7,"And as operators like Comcast and Charter upgrade their cable networks to  the new DOCSIS 4.0 tech standard over the next three years, and with fiber-to-the-home network operators also deploying CableOS, Harmonic still has most of its runway still in front of it for its core network virtualization product.",1.0
0,0,0,0,0,1,0,0,0,0,2,"Adam Sharp (l.), president and CEO of NATAS, and Lifetime Achievement honoree LeVar Burton at the inaugural Children’s & Family Emmy Awards at the Wilshire Ebell Theatre in Los Angeles. (Image credit: Marc Bryan-Brown)",1.0
0,1,0,0,0,0,0,0,1,0,10,"The impetus is clear: Comcast’s broadband subscriber growth has stalled, and wireless companies are now undercutting it with fixed wireless access home broadband services.",0.0
0,0,0,0,0,1,0,0,0,0,2,"Emmy, Tony Award-winning actor is executive producer for ‘Marvel’s Moon Girl and Devil Dinosaur’",1.0
0,0,0,0,0,1,0,0,0,0,13,"Feature  film writer Evan Parter, whose credits include The Independent, believes the studios are not taking the writers’ demands all that seriously. “I’m standing up for fair contracts for writers,” he said.",2.0
0,0,0,0,0,0,0,1,0,0,8,Hallmark   Media said it signed up with research and analytics company  EDO to measure the outcomes of ad campaigns on Hallmark Channel and Hallmark  Movies & Mysteries.,1.0
0,0,1,0,0,0,0,0,0,1,4,"Newsmax currently is not part of DirecTV’s menu of available channels, because, as explained in a company statement, “On multiple occasions, we [DirecTV] made it clear to Newsmax that we wanted to continue to offer the network, but ultimately Newsmax’s demands for rate increases would have led to significantly higher costs that we would have to pass on to our broad customer base.” For viewers, Newsmax still remains available through an even-wider  video distribution platform, since nearly 300 Americans can continue to access it  online for free through the Newsmax website.",1.0
0,0,0,0,0,1,0,0,0,0,1,"Cantwell told Rosenworcel that Congress should create a new copyright regime for linear TV  streaming services so that broadcasters can more easily be compensated, but that the FCC did not have to wait around for Congress to get to it.",0.0
0,0,1,0,0,1,0,0,0,0,10,"B+C and Next TV have announced their Best of Show Awards for the 2023 NAB Show, April 16-19 in Las Vegas. The awards are judged by a panel of industry experts on the criteria of innovation, feature set, cost efficiency and performance in serving the industry.",1.0
0,0,0,0,0,1,0,0,0,0,8,"Asked if they would support refreshing the record, Gomez said she agreed local broadcast news was important and said that, if confirmed, she would work with the committee to understand the issue and “delve into” what the FCC can do “given current law.”",0.0
0,0,0,0,0,1,0,0,0,0,13,"A powerful lineup of honorees calls for a stellar roster of event hosts, and Future plc’s Multichannel News, Broadcasting+Cable and Next TV are pleased to announce a dynamic foursome of hosts in Astrinos, Hoover, Kimes and Lahmer.",0.0
0,0,0,1,0,0,0,0,0,1,7,"The  film is called I Never Thought to Ask: A Mom’s Quest for Answers, and features Soleil Moon Frye and Melissa Joan Hart as well as medical experts and people impacted by the condition.",0.0
0,0,0,0,0,0,0,0,0,0,2,"I’m excited to share that we’re combining Showtime and MTV Entertainment Studios into one unified leadership team,” McCarthy said. “Together, these creative powerhouses make some of the biggest hits in TV: from Yellowstone to Yellowjackets, Dexter to The Daily Show, Billions to Beavis and Butt-Head, The Chi to The Challenge, Jersey Shore to Tulsa King, Drag Race to The Department, Love and Hip Hop to Your Honor, plus Emily in Paris, South Park and Mayor of Kingstown. ■",1.0
0,0,0,1,0,0,0,0,0,1,9,"TNT, along with  TBS and  truTV , will carry Game One of the Florida Panthers-Vegas Golden Knights NHL Stanley Cup  series . The Warner Bros.  Discovery -owned networks will air every game of the NHL finals after ABC aired last year’s Colorado Avalanche-Tampa Bay Lightening Stanley Cup  series .",0.0
0,0,1,1,0,0,0,0,0,1,7,"Orion Ross, VP of animation for The Walt  Disney Co. EMEA, and Ayo Davis, president of  Disney Branded Television, made the announcements in France. “We’re delighted to be in Annecy announcing our continued commitment to working with leading studios and creators here in France and across the globe, to bring new voices, universal stories and brilliant animation to kids and family audiences around the world,” they said.",0.0
0,0,0,1,0,0,0,0,0,1,5,"John Leguizamo is the guest host this week on  The Daily Show . Leguizamo sits with CNN political commentator Ana Navarro March 27, actor and activist Diane Guerrero March 28, rapper Princess Nokia March 29 and Rep. Ritchie Torres (D-N.Y.) March 30.",1.0
0,0,0,1,0,0,0,0,0,1,9,"TNT, along with  TBS and  truTV , will carry Game One of the Florida Panthers-Vegas Golden Knights NHL Stanley Cup  series . The Warner Bros.  Discovery -owned networks will air every game of the NHL finals after ABC aired last year’s Colorado Avalanche-Tampa Bay Lightening Stanley Cup  series .",0.0
0,0,0,1,0,0,0,0,0,1,25,"ESPN will air a  XFL doubleheader featuring the Vegas-St. Louis and Arlington-Orlando games. On Sunday ABC will air the Houston-San Antonio game, while  ESPN2 will carry the D.C.-Seattle contest.",1.0
0,0,0,1,0,0,0,0,0,1,7,"The  film is called I Never Thought to Ask: A Mom’s Quest for Answers, and features Soleil Moon Frye and Melissa Joan Hart as well as medical experts and people impacted by the condition.",0.0
0,0,0,0,0,0,1,0,0,1,6,"It took three years, but now WOW! has simplified the offering around YouTube TV, which is the biggest vMVPD with over 5 million subscribers.",2.0
0,0,0,0,0,0,0,0,0,0,7,"For Paramount and CBS, the revolt threatened to spill out onto other digital arrangements with the likes of  Paramount Plus ,  Hulu Plus Live TV and  YouTube TV .",1.0
0,0,1,0,0,0,1,0,0,0,7,"Scripps already has extensive experience dealing with vMVPDs through its national networks division. Scripps has gained carriage of its digital over-the-air broadcast networks on vMVPDs including YouTube TV, which is now carrying Scripps’ Ion, Bounce and Court TV channels.",1.0
0,0,0,1,0,0,0,0,0,1,3,"Carmichael in his opening monologue addressed the lack of diversity surrounding the Hollywood Foreign Press Association’s membership ranks, as well as other issues which forced the HFPA-produced Globes off of television last year.",1.0
0,0,0,0,0,0,0,0,1,0,7,"And as operators like Comcast and Charter upgrade their cable networks to  the new DOCSIS 4.0 tech standard over the next three years, and with fiber-to-the-home network operators also deploying CableOS, Harmonic still has most of its runway still in front of it for its core network virtualization product.",1.0
0,0,1,0,0,0,1,0,0,0,7,"Scripps already has extensive experience dealing with vMVPDs through its national networks division. Scripps has gained carriage of its digital over-the-air broadcast networks on vMVPDs including YouTube TV, which is now carrying Scripps’ Ion, Bounce and Court TV channels.",1.0
0,0,0,0,0,0,1,0,0,0,13,"More than a year in the making,   Netflix ’s long-awaited  crackdown on account password sharers officially hit the U.S. on Tuesday.",2.0
0,0,0,1,0,0,0,0,0,1,3,"YES Network ’s broadcast team, in collaboration with Prime  Video , will return to produce the 20 Prime  Video games. YES Network’s Michael Kay will handle play-by-play, joined by YES analysts David Cone, Paul O’Neill, John Flaherty and Jeff Nelson.",1.0
0,0,0,1,0,0,0,0,0,1,3,"Eric Shanks: Clearly, we couldn’t have predicted such an unprecedented year. When we set our budget in 2021, we couldn’t have predicted that we were going to have probably the greatest sporting event of all time in the World Cup final. The performance of everything that we’ve put on the network just validated the strategy that Lachlan Murdoch and [Fox chairman] Rupert Murdoch put in place, which is to be  very focused on being the leader in live television , whether it’s sports or news. It feels to me like we’re unique in that there’s no doubt that we know who we are, and we aim to be the leader in live sports and news every day. By any metric, whether it’s total consumption or whether it’s the individual performance of our events or our leagues, that’s the case. And in the areas where we’re not quite No. 1, I mean, that’s the challenge that we have going forward.",1.0
0,0,0,0,0,1,0,0,0,0,2,"Adam Sharp (l.), president and CEO of NATAS, and Lifetime Achievement honoree LeVar Burton at the inaugural Children’s & Family Emmy Awards at the Wilshire Ebell Theatre in Los Angeles. (Image credit: Marc Bryan-Brown)",1.0
0,0,0,0,0,0,0,0,0,0,2,"I’m excited to share that we’re combining Showtime and MTV Entertainment Studios into one unified leadership team,” McCarthy said. “Together, these creative powerhouses make some of the biggest hits in TV: from Yellowstone to Yellowjackets, Dexter to The Daily Show, Billions to Beavis and Butt-Head, The Chi to The Challenge, Jersey Shore to Tulsa King, Drag Race to The Department, Love and Hip Hop to Your Honor, plus Emily in Paris, South Park and Mayor of Kingstown. ■",1.0
0,0,0,1,0,0,0,0,0,1,8,"Diamond Sports says the company expects that its business will continue as usual, and it will keep broadcasting quality live sports productions for fans while it addresses its balance sheet. But  Major League Baseball and the  National Basketball Association have said they're standing by to broadcast games themselves should Diamond default on payments to their teams.",1.0
0,0,0,1,0,0,1,0,0,1,80,"Bravo Vault: From Shahs of Sunset to Flipping Out, Bravo Vault immerses you in all the high-sheen  content and  drama you love with our rotating  content library.",0.0
0,0,0,1,0,0,0,0,0,1,5,"Told through the eyes of the people who knew them best, Dear Mama is an intimate wide-angle portrait of the most inspiring and dangerous mother-son duo in American history, whose unified message of freedom, equality, persecution and justice are more relevant today than ever,” FX said.",1.0
0,0,1,0,0,1,0,0,0,0,10,"B+C and Next TV have announced their Best of Show Awards for the 2023 NAB Show, April 16-19 in Las Vegas. The awards are judged by a panel of industry experts on the criteria of innovation, feature set, cost efficiency and performance in serving the industry.",1.0
0,0,0,1,0,0,0,0,0,1,76,"The Vegas Golden Knights will look to take a commanding three games-to-one lead over the Florida Panthers in Game Four of the Stanley Cup Finals on  TNT . After taking a two games-to-none lead, the Golden Knights lost to the Panthers in overtime this past Thursday.",0.0
0,0,0,0,0,1,0,0,0,0,1,"It’s difficult to say goodbye to these indelible characters and to an award-winning  series that The Hollywood Reporter, The New York Times, Rolling Stone, Variety and Vulture named The Best Show of 2022. That said, we support Sterlin and Taika’s decision to end the  series in a way that will cement its legacy.",0.0
0,0,1,0,0,1,0,0,1,0,2,"Samsung is the other huge South Korean conglomerate I visited at CES 2023, and like its fellow Asian electronics entity, Hyundai,   Samsung avoided a focus on its main lines, instead pumping messages tied to its lesser-known products . In this case, the  Samsung tagline was “Bringing Calm to our Connected World,” the highlight of the “connected” feature being  Samsung ’s claim of 14 billion connected devices in the world today. Home, car and workplace were the three centers of that connectivity message, championing  Samsung ’s “SmartThings” application, and a  Samsung -estimated 80 million connected devices, themed around … you guessed it, “sustainability.” Broadband connectivity of all that data is paramount.",1.0
0,0,0,0,0,1,0,0,0,0,8,"Asked if they would support refreshing the record, Gomez said she agreed local broadcast news was important and said that, if confirmed, she would work with the committee to understand the issue and “delve into” what the FCC can do “given current law.”",0.0
0,0,0,0,0,0,0,0,0,0,7,Front Office Sports reported that MLB was considering taking back the TV rights to games in the event of a bankruptcy.,1.0
0,0,0,0,0,0,0,1,0,0,4,AudienceXpress said the new tool’s insights are based on Comcast’s viewership and ad exposure data from 15 million households. Marketers can all integrate their own data to help customize campaigns.,1.0
0,0,1,1,0,0,0,0,0,1,3,"MLB said that under the new system, the games will be available to 2 million additional homes in the Padres home territory.",1.0
0,0,0,0,0,0,0,0,0,0,6,"Wrestlemania 39 takes place as WWE executive chairman Vince McMahon explores options to sell the franchise for approximately $9 billion,  according to published reports .",1.0
0,0,1,0,0,0,0,1,1,1,3,"MF: I mean, the easy answer to say is AI. But I don’t believe that. I don’t think we are at a point right now where AI can help us do our jobs any better than the tools that we already have. I think some of the cooler stuff is around measurement and longer-term understanding of the value that a specific airing or delivery of an impression-based ad has on, not just driving viewership and audience, but driving long-term brand outcome. And the tools that allow us to take that and do more of that. The idea is that we have savings goals with all of our clients. What we tell our clients, and one of the things that my team has been telling our clients for the last two years, is we need to pay more for impressions, but we should buy way fewer impressions. We need to make the impressions that we're buying, they’re going to cost more, more goes into it. They're going to look more expensive as an actual impression. But they’re going to generate far better results and we’re going to buy far fewer of them. And our clients are going to save money by reducing waste. And then we’re going to take that understanding and feed that back into the planning cycle so we can do more of what’s working.",0.0
0,0,0,1,0,0,1,0,0,1,80,"Bravo Vault: From Shahs of Sunset to Flipping Out, Bravo Vault immerses you in all the high-sheen  content and  drama you love with our rotating  content library.",0.0
0,0,0,0,0,1,0,0,0,0,62,"In his blog post, LeGeyt cited Menendez's speech, calling it the latest in a chorus of alarm bells over the FCC’s “flawed merger review process.” He said that process —and the prospect it would kill the deal — risks undermining both investment in local television stations’ free service to the public and  media diversity.",1.0
0,0,1,0,0,1,0,0,1,0,2,"Samsung is the other huge South Korean conglomerate I visited at CES 2023, and like its fellow Asian electronics entity, Hyundai,   Samsung avoided a focus on its main lines, instead pumping messages tied to its lesser-known products . In this case, the  Samsung tagline was “Bringing Calm to our Connected World,” the highlight of the “connected” feature being  Samsung ’s claim of 14 billion connected devices in the world today. Home, car and workplace were the three centers of that connectivity message, championing  Samsung ’s “SmartThings” application, and a  Samsung -estimated 80 million connected devices, themed around … you guessed it, “sustainability.” Broadband connectivity of all that data is paramount.",1.0
0,0,0,1,0,0,0,0,0,0,3,"Golden Knights broadcasts will include pregame and postgame coverage for every game, with additional distribution into Idaho (Boise, Idaho Falls and Twin Falls), Montana (Billings, Butte-Bozeman, Glendive, Great Falls, Helena and Missoula), Nevada (Reno), Utah (Salt Lake City) and Wyoming (Casper-Riverton and Cheyenne-Scottsbluff).",1.0
0,0,0,1,0,0,0,0,0,1,8,"Diamond Sports says the company expects that its business will continue as usual, and it will keep broadcasting quality live sports productions for fans while it addresses its balance sheet. But  Major League Baseball and the  National Basketball Association have said they're standing by to broadcast games themselves should Diamond default on payments to their teams.",1.0
0,0,0,0,0,0,0,0,0,0,7,"For Paramount and CBS, the revolt threatened to spill out onto other digital arrangements with the likes of  Paramount Plus ,  Hulu Plus Live TV and  YouTube TV .",1.0
0,0,0,1,0,0,0,0,0,1,45,"The 19-game package launches with the National League Champion Philadelphia Phillies hosting the Colorado Rockies, said the  streaming service. NBC Sports will offer pre- and post-game shows for each live Peacock game.",1.0
0,0,0,0,0,0,1,0,0,1,6,"It took three years, but now WOW! has simplified the offering around YouTube TV, which is the biggest vMVPD with over 5 million subscribers.",2.0
0,0,0,0,0,1,0,0,0,0,14,"Big Tech also wanted Biden-appointed Federal Trade Commission chair Lina Khan to have to recuse herself from antitrust-related Big Tech issues given her past criticisms, but that didn’t happen either.",2.0
0,0,0,0,0,0,0,0,0,1,3,"Our customers are very engaged with Frndly TV, averaging approximately 18 hours per week on the platform,” Joey Monjure, Frndly TV’s VP of product and customer experience, said. “Since these new additions are among features most requested by our customers, we believe we can grow customer engagement and satisfaction with these new options. We’re pleased we can add these three elements and look forward to bringing our customers even more requested functionality in the future.”",1.0
0,0,0,0,0,0,1,0,0,0,4,"More than half (52%) of the 2,200 adults surveyed in Horowitz’s State of  Media , Entertainment and Tech: Subscriptions 2023 study said they subscribe to multichannel  video programming distributors (MVPDs), matching last year’s survey percentage. Further, 80% of MVPD subscribers rate their satisfaction with their pay TV provider at 80%, slightly up from last year, according to the researcher.",1.0
0,0,0,0,0,0,0,0,0,0,12,"We were shocked and dismayed that  Hulu removed our stations while in the middle of an active negotiation with no notice to its customers, despite Sinclair ’s numerous good faith attempts to negotiate a carriage deal, and multiple unconditional extension offers to keep the stations on  Hulu .",1.0
0,0,0,1,0,0,0,0,0,1,5,"John Leguizamo is the guest host this week on  The Daily Show . Leguizamo sits with CNN political commentator Ana Navarro March 27, actor and activist Diane Guerrero March 28, rapper Princess Nokia March 29 and Rep. Ritchie Torres (D-N.Y.) March 30.",1.0
0,0,0,1,0,0,0,0,0,1,25,"ESPN will air a  XFL doubleheader featuring the Vegas-St. Louis and Arlington-Orlando games. On Sunday ABC will air the Houston-San Antonio game, while  ESPN2 will carry the D.C.-Seattle contest.",1.0
0,0,0,0,0,0,1,0,0,0,18,New product enables Dish TV’s live linear inventory to be programmatically executed,1.0
